training,kpi_performance,boss_survey,city_size,years_since_promotion,job_satisfaction,half_day_leaves,team_size,rank,age,salary,gender,exit
2,.74020249,.20867196,4.3000002,4,.27039295,6,8,1,32,45.198753,1,0
2,.61639231,.47301865,2.2,4,.61067152,4,8,2,32,37.00177,1,0
2,.60305923,.62383455,4.3000002,5,.74587941,5,5,3,41,40.859108,1,0
3,.71715063,.90069968,4.3000002,3,.88838172,4,5,1,32,34.353302,0,0
4,.60053563,.69903857,6.0999999,4,.81089091,6,8,2,40,44.733673,1,0
3,.49460998,.65575755,.89999998,3,1.1064034,6,7,2,40,48.695923,1,0
3,.65615535,.6896615,6.0999999,4,.772717,3,5,1,41,29.35701,0,0
3,.71012235,.21712849,2.2,4,.77399856,3,5,4,39,45.039955,1,0
2,.65385735,.44674551,4.3000002,4,.55269915,5,6,2,35,35.573807,1,0
2,.80012107,.67561144,2.2,4,1.0995466,1,2,1,35,40.007034,0,0
3,.64849043,.44871569,4.3000002,4,.55072606,6,7,1,42,34.913254,0,0
3,.45996544,.38827857,2.2,4,.80035114,6,9,2,45,33.725662,1,0
3,.88076222,.44687778,6.0999999,3,.43690377,3,5,2,39,36.630508,1,0
3,.67848265,.48685202,2.2,3,.49879456,6,11,1,37,46.938431,1,0
3,.62954301,.32183495,6.0999999,4,.46609789,4,7,1,34,37.116791,1,0
2,.69010413,.46980909,4.3000002,4,.62491149,4,5,2,47,41.449226,1,0
2,.51805353,.173135,6.0999999,5,.35471416,7,9,3,45,43.027,1,1
2,.76316321,.35340309,9.3999996,3,.64639062,4,8,2,38,41.976845,1,0
2,.78619254,.32126552,9.3999996,4,.42051634,3,5,1,38,36.089752,0,0
3,.78304118,.81719458,4.3000002,3,.42877859,5,8,1,31,36.344269,0,0
2,.74904829,.38119316,6.0999999,4,.48878843,4,7,3,37,44.827263,1,0
3,.57917666,.34523061,4.3000002,4,.58550996,6,7,2,36,34.151901,0,0
2,.68733758,.37798068,4.3000002,3,.44231018,3,9,2,33,35.210373,0,0
3,.55583811,.63066244,4.3000002,3,.87744099,5,4,1,32,28.736542,0,0
2,.77821732,.54473937,2.2,3,.31541052,5,10,1,41,37.127724,1,0
2,.60638839,.19336998,4.3000002,4,.41112202,6,6,1,34,31.671295,1,1
3,.53848422,.37522089,2.2,4,.90570396,4,5,2,34,39.539391,1,1
2,.66682142,.52713507,4.3000002,3,.77017546,5,8,1,29,32.777115,0,0
3,.83867145,.74542356,2.2,3,1.0273677,3,6,2,31,50.350571,1,0
3,.54320323,.2732771,2.2,4,.57549256,5,6,3,46,41.233017,1,0
3,.86457092,.42443091,4.3000002,4,.56011093,2,4,2,49,42.875137,1,0
3,.84722555,.83981967,2.2,3,.66508484,3,5,1,42,43.832016,1,0
3,.73485911,.49079081,2.2,4,.6628021,3,5,3,40,38.648819,1,0
1,.78443205,.19411235,4.3000002,5,.48642471,3,4,1,31,39.013733,1,0
2,.80173248,.37898558,9.3999996,4,.24478109,5,8,1,39,33.549271,0,0
3,.84323108,.5551728,6.0999999,3,.55342436,5,3,1,39,38.981537,0,0
3,.74718571,.75172627,.89999998,4,.44941431,5,8,1,36,28.368164,1,0
3,.64208931,.36758137,6.0999999,5,.64569926,3,6,1,34,30.248398,0,0
3,.67556155,.69157505,9.3999996,3,.78125387,6,7,4,49,46.250679,1,0
3,.68428081,.49009106,9.3999996,4,.72032464,6,5,1,34,41.039482,1,0
2,.81523031,.23416762,9.3999996,4,.065933608,5,8,3,36,39.22538,1,1
3,.55741787,.42351019,9.3999996,3,.59506476,6,9,3,36,41.920959,1,1
3,.79000866,.58346552,4.3000002,3,.49511573,4,7,2,36,40.494812,1,0
3,.87925488,.19276199,9.3999996,3,.46583316,3,2,3,43,36.540451,0,0
2,.5475868,.38101113,4.3000002,4,.75068945,6,9,2,40,33.904999,0,0
2,.82132751,.58164275,.89999998,2,.48016626,4,9,1,35,30.438858,0,0
2,.70989197,.6923545,9.3999996,4,.54877049,4,6,1,44,34.313309,0,0
2,.82764161,.88984787,2.2,2,.78720403,3,8,4,46,62.02636,1,0
2,.76160634,.27682585,6.0999999,5,.36679345,6,6,1,40,42.073013,1,1
2,.7278083,.87161422,6.0999999,4,.71168715,4,6,1,30,41.327385,1,0
3,.851035,.56434429,9.3999996,2,.5903905,4,5,1,38,36.112122,1,0
4,.68327534,.37966773,2.2,2,.91228348,3,7,4,45,48.936646,1,0
2,.79691595,.46604997,9.3999996,4,.47924519,5,7,3,42,36.755356,1,0
2,.72602826,.6245175,9.3999996,4,.40440676,4,9,1,32,30.986115,0,0
3,.59790736,.52876467,2.2,3,.86700416,5,6,2,35,41.923157,1,0
3,.65653938,.47625545,2.2,4,.4966417,4,6,1,33,32.864258,0,0
3,.77755648,.66228074,4.3000002,4,.793661,3,5,1,34,36.892807,1,0
2,.6762839,.40606382,4.3000002,4,.6306566,5,9,2,38,38.939194,1,0
3,.69484788,.56229138,4.3000002,4,.76849025,4,7,3,43,38.555969,0,0
2,.77798623,.39457592,9.3999996,4,.3568714,5,4,3,43,46.955269,1,0
3,.69855094,.38784754,4.3000002,4,.47972855,5,7,1,41,40.263847,1,1
3,.75033832,.53483588,2.2,3,.76094741,5,5,2,36,41.839081,1,1
2,.59934086,.45631072,2.2,4,.63209802,5,7,2,42,38.753914,1,1
2,.58612037,.43361595,9.3999996,4,.770881,5,7,1,40,38.196747,1,0
3,.9091655,.52869737,4.3000002,3,.40756845,4,8,2,35,38.889252,1,0
2,.70372015,.73963588,6.0999999,4,.38419467,5,10,1,35,40.333061,1,0
2,.7101022,.59233475,4.3000002,4,.51954615,5,6,1,36,29.717636,0,0
2,.4903776,.50461918,9.3999996,4,.55081075,7,8,2,38,32.012573,0,0
3,.6805895,.10855293,.89999998,4,.48300788,3,8,2,44,26.840363,0,0
3,.72538131,.60936862,6.0999999,4,.65400255,5,8,3,37,41.550568,1,0
3,.53134608,.5477519,4.3000002,3,1.2097747,3,6,4,43,36.464676,0,0
3,.72301131,.55963361,2.2,3,.6562382,4,7,1,35,36.706985,1,0
2,.711676,.46640748,4.3000002,4,.40354812,5,9,1,34,32.38649,0,0
3,.62713099,.29653054,9.3999996,3,.81248885,4,5,3,40,35.323425,1,0
1,.61356634,.24445212,4.3000002,5,.59708065,4,12,1,33,31.714294,0,0
3,.80093175,.48601797,2.2,3,.80339342,2,7,4,44,44.284622,1,0
2,.51875448,.04442215,4.3000002,3,.67882288,4,8,2,40,34.414124,1,1
3,.71593177,.44401276,4.3000002,4,.62528998,3,6,3,44,38.585846,1,0
3,.65475494,.4255774,2.2,4,.66179574,3,10,2,44,37.842918,0,0
3,.72954518,.43441653,4.3000002,4,.5723722,4,4,1,44,39.05249,0,0
2,.689035,.32145801,9.3999996,4,.47537273,5,7,2,33,38.670006,1,0
3,.54188186,.34993759,6.0999999,4,.51616329,8,9,1,40,32.06543,0,0
2,.69135004,.40181696,4.3000002,4,.37243477,6,6,1,39,33.544464,0,0
3,.77174878,.80650622,9.3999996,3,.61961019,5,5,2,37,44.317688,1,0
3,.59968156,.37681788,9.3999996,3,.42606202,5,9,1,37,37.681442,0,0
3,.67104226,.60237408,4.3000002,4,.46815142,5,7,1,37,35.473358,0,0
3,.66075814,.51095712,2.2,3,.75754666,4,7,1,40,37.59034,1,0
2,.80874258,.39591205,9.3999996,3,.31169972,7,8,2,36,52.307228,1,0
3,.82658565,.55822104,6.0999999,4,.62510777,3,4,4,47,51.415878,1,0
2,.83356696,.29008287,2.2,3,.75865829,2,3,2,37,41.420662,1,0
3,.69389546,.87482548,6.0999999,4,.51193291,5,6,2,44,42.010406,0,0
3,.55840999,.7366631,.89999998,4,.94969183,4,4,1,40,28.428146,0,0
2,.84846604,.46742553,2.2,4,.50138122,5,7,1,37,40.253334,0,0
3,.71099776,.32454163,2.2,4,.30788696,6,10,1,33,36.284668,0,0
3,.71949893,.59613752,9.3999996,4,.64741385,4,6,1,29,41.641525,1,0
3,.75884771,.91684139,9.3999996,2,.92561758,4,4,5,50,93.252998,1,0
3,.71708769,.59854841,4.3000002,3,.7106244,4,8,2,43,44.765907,1,0
3,.70328218,.32366717,2.2,2,.69398683,6,7,3,42,40.886711,1,0
2,.85339701,1.0565681,2.2,3,.77855009,3,9,1,37,48.737053,1,0
3,.73885113,.24345283,9.3999996,1,.76885104,4,8,4,38,49.339272,1,0
2,.602175,.59268582,.89999998,3,.78296173,4,7,1,35,37.849365,0,0
2,.69957995,.25747246,9.3999996,5,.27548203,4,7,1,30,31.090744,1,0
2,.87042898,.39480403,4.3000002,5,.32465065,3,6,1,31,27.254318,0,0
3,.6996069,.34178016,2.2,5,.58479804,4,6,1,40,42.373718,1,0
3,.63361293,.51802754,6.0999999,3,.70791966,4,7,2,37,36.356186,0,0
2,.66014481,.51704496,4.3000002,4,.5673244,6,8,2,33,44.254936,1,0
2,.59489042,.36614239,6.0999999,4,.87636364,3,6,4,44,38.978188,1,0
3,.77124381,.37487715,6.0999999,3,.39018375,6,10,1,39,39.564362,1,1
3,.66122007,.39380443,9.3999996,3,.19690871,5,11,1,33,29.100525,1,0
3,.69053584,.45278791,4.3000002,3,.65791607,4,8,2,43,37.903893,1,0
3,.81386578,.40239102,4.3000002,3,.41404268,4,6,1,35,30.901871,0,0
3,.73806787,.30112755,2.2,4,.67878795,3,8,2,41,42.118393,1,0
3,.72543716,.40271851,4.3000002,4,.48787826,4,7,1,33,45.165337,1,0
3,.77154684,.63822424,2.2,3,.71966875,3,10,3,29,51.180588,1,0
2,.79742646,.24647506,9.3999996,4,.28798169,5,9,4,43,46.126312,1,0
3,.5626725,.36197597,6.0999999,4,.3768599,5,12,3,40,36.706131,1,0
2,.64804989,.62001109,4.3000002,2,.76430488,4,8,1,35,36.472702,0,0
2,.69601768,.59041619,2.2,3,.82008958,4,7,1,34,33.121292,1,0
2,.58299541,.61798394,2.2,4,.81091404,4,5,1,46,32.588531,1,0
3,.81051344,.70639759,9.3999996,4,.80167812,4,4,1,25,37.248077,1,0
3,.65336978,.41764277,2.2,3,.46909639,4,6,1,35,27.969559,0,0
3,.74807948,.66768283,6.0999999,3,.71502715,6,7,2,36,45.877014,1,0
3,.75348312,.35021839,4.3000002,4,.29689103,5,13,1,35,32.799316,0,0
2,.81534696,.45361778,.89999998,4,.36423147,4,8,1,41,32.8694,0,0
3,.61979401,.47524035,4.3000002,4,.50649285,6,9,1,31,33.003799,1,0
3,.70201194,.50218934,6.0999999,3,.86917436,4,5,3,42,48.785736,1,0
3,.66326743,.36913586,9.3999996,4,.44356117,4,10,2,38,36.128738,1,0
3,.67239666,.35962117,6.0999999,4,.52181661,4,10,1,34,31.423645,0,0
2,.71462798,.34748,2.2,4,.49104774,5,7,1,38,40.803337,1,0
2,.56798124,.2938475,4.3000002,4,.88094407,4,6,2,46,37.434616,1,1
1,.68978381,.37609348,4.3000002,3,.63050854,4,8,4,44,48.533119,1,0
3,.84615397,.45026642,9.3999996,3,.73353952,4,5,1,28,41.272118,1,0
3,.68402344,.28400314,2.2,4,.716573,3,7,3,37,39.310829,1,1
2,.63541549,.52495641,9.3999996,4,.62026072,5,7,1,36,37.234726,0,0
2,.80193931,.43881342,9.3999996,3,.68598431,3,5,2,48,38.942421,1,0
3,.57765478,.59930754,6.0999999,3,.80551767,4,5,1,29,30.880096,0,0
3,.82069314,.66713786,6.0999999,3,.66358399,5,7,2,32,47.57724,1,0
3,.79824644,.54235804,.89999998,3,.68158126,4,7,3,39,37.512863,1,0
2,.51655012,.46715203,9.3999996,4,.79340911,8,9,1,31,31.953491,0,0
3,.65957564,.59713227,4.3000002,3,.41962352,7,11,1,43,41.890198,1,0
2,.84661865,.54221201,2.2,2,.4887996,4,9,2,42,38.719475,1,0
3,.5842219,.099429086,4.3000002,3,.66603422,6,7,2,43,31.120743,0,1
2,.72088355,.32180324,6.0999999,3,.48129568,4,7,2,42,37.841682,1,0
2,.6928913,.62864065,2.2,3,.74388725,4,4,1,38,41.456215,1,0
3,.72830081,.67955917,4.3000002,4,.58178526,5,6,2,39,39.824165,1,0
3,.72874933,.18954992,9.3999996,3,.6532526,6,6,3,51,46.050697,1,1
2,.65121764,.60287088,4.3000002,5,.5860759,4,3,2,41,39.50341,1,0
2,.80840302,.65640062,6.0999999,3,.69793689,5,6,3,38,52.151955,1,0
2,.87896425,.54370379,6.0999999,3,.5285598,3,5,5,47,59.207321,1,0
2,.80740732,.58388603,9.3999996,4,.51373452,6,5,1,37,43.451668,1,0
2,.62573075,.58422595,9.3999996,4,.4545587,7,9,1,40,43.907478,1,0
2,.81763214,.78966188,2.2,5,.50062716,5,7,1,36,38.668541,1,1
2,.77252758,.79237443,.89999998,4,.65454996,4,5,1,38,56.446449,1,0
2,.65059686,.5158903,6.0999999,3,.65267938,3,7,3,43,34.968414,1,0
3,.6515162,.036215305,9.3999996,4,.36929363,6,8,2,36,34.842911,1,1
3,.82931989,.3573257,4.3000002,3,.64972621,2,7,2,34,43.50248,1,0
2,.66506809,.29910392,4.3000002,4,.50677472,4,11,3,42,53.25573,1,0
3,.68635005,.3963255,6.0999999,3,.54591978,6,7,1,37,36.200165,1,0
2,.73486501,.44680074,4.3000002,4,.28177622,5,5,1,34,32.285904,1,0
3,.57862711,.61601806,9.3999996,3,.675547,6,10,3,39,37.800613,1,0
2,.65469819,.19861236,2.2,4,.5316844,5,8,3,46,42.196945,1,0
2,.80923259,.48287833,.89999998,4,.34580523,5,10,1,39,40.141396,1,0
3,.71070802,.38322443,9.3999996,3,.53561747,4,3,2,40,38.690628,1,0
2,.50426334,.25592324,9.3999996,4,.49963555,6,7,1,35,27.540024,0,0
3,.66298658,.25341776,6.0999999,4,.40310714,8,9,2,37,42.124382,1,0
3,.94127184,.72744,9.3999996,3,.677845,1,6,3,42,43.125587,1,0
2,.85189164,.45246261,4.3000002,3,.49819905,5,9,1,36,31.352768,0,0
2,.72428858,.53622574,2.2,3,.74016953,2,9,3,44,48.084831,1,0
3,.52104789,.63600349,2.2,4,1.0900714,4,2,2,40,42.387222,0,0
2,.57417655,.66769725,6.0999999,3,.81449759,5,6,2,32,37.573425,0,0
2,.71115476,.52842319,2.2,5,.50357801,4,7,1,30,37.276619,1,1
3,.77926451,.61940891,4.3000002,4,.73533547,2,4,1,36,30.753922,0,0
2,.56196153,.50551963,9.3999996,2,.64907175,4,10,2,47,30.875061,0,0
2,.67540294,.55801105,9.3999996,4,.49789214,5,5,1,41,36.355865,1,1
3,.52979124,.54606694,2.2,4,.82397169,4,6,2,37,36.48172,1,0
2,.79454803,.68353456,9.3999996,3,.46802229,6,6,1,42,39.646828,1,1
3,.57828319,.16280122,9.3999996,4,.36444199,8,9,2,43,33.891388,1,1
1,.64005929,.28622508,9.3999996,4,.39666229,4,8,4,38,37.842155,1,0
2,.64835358,.19741473,2.2,4,.54557979,4,6,1,39,29.830811,0,0
3,.81664467,.41345969,.89999998,2,.71194565,2,8,2,40,38.241791,1,0
3,.82004482,.19841544,6.0999999,4,.71093982,3,6,4,40,37.043503,1,0
2,.71536958,.13707805,4.3000002,3,.42228633,4,7,1,42,30.397232,0,1
2,.70173264,.65515369,9.3999996,3,.82549137,4,7,1,24,41.697945,1,0
2,.74570596,.61865711,4.3000002,4,.59595948,3,7,1,42,31.454224,0,0
3,.79302239,.6167019,9.3999996,4,.56429625,3,4,3,37,38.646416,1,0
3,.62224799,.27645904,4.3000002,5,.62857997,4,4,1,31,31.463715,0,0
3,.68552369,.48573643,6.0999999,4,.57554698,4,5,4,45,44.357132,1,0
2,.53520614,.54198533,6.0999999,4,.65777361,6,6,1,36,30.75354,1,0
3,.86221379,.69822055,2.2,2,.80344528,5,6,2,34,51.830078,1,0
3,.7663812,.52208352,2.2,3,.51855689,3,10,3,41,41.313255,1,0
3,.66314542,.89297384,2.2,4,.80752683,6,8,3,36,55.222,1,0
4,.67756206,.47080219,9.3999996,3,.65717441,6,7,2,41,40.941261,1,0
3,.63754225,.51946265,2.2,5,.80248737,4,5,1,37,30.973251,0,0
2,.68388104,.44547263,9.3999996,4,.45976317,5,10,1,37,44.782196,1,0
3,.76409161,.71081489,2.2,4,.47317889,4,5,1,33,40.146103,1,0
2,.80841899,.90736938,9.3999996,3,.35700339,5,9,1,44,38.036316,1,0
3,.63415742,.2068042,2.2,4,.58161062,5,10,4,44,44.516396,1,0
3,.61513245,.39004391,6.0999999,4,.49697056,3,9,1,26,23.097763,0,0
2,.65405959,.41614956,2.2,4,.72366399,6,5,1,34,34.616531,0,0
3,.78941995,.88917994,9.3999996,3,.70409471,4,6,1,36,36.695953,1,0
2,.63237131,.49872568,6.0999999,3,.56578863,6,6,1,32,34.355774,0,0
3,.60463393,.86804014,2.2,3,1.0174656,6,6,2,35,44.811096,1,0
3,.74794328,.22883156,2.2,4,.43625757,5,8,2,34,37.489227,0,1
3,.63887101,.68353307,6.0999999,5,.36259872,6,9,1,31,36.62059,1,0
2,.77019912,.18143734,6.0999999,4,.33825842,3,7,2,34,36.281509,0,0
3,.78685498,.58236605,6.0999999,4,.399562,4,8,1,42,33.509842,0,0
3,.80834186,.58883721,4.3000002,3,.69621551,5,8,4,41,52.30835,1,0
3,.76135015,.24565677,9.3999996,3,.47191715,6,7,1,34,36.565704,0,1
3,.62606633,.6772961,4.3000002,3,.60950989,5,6,1,27,37.209129,0,0
3,.71374911,.50888687,9.3999996,4,.73638755,5,7,1,34,35.53363,0,0
3,.65149671,.54158282,.89999998,4,.37721306,4,7,1,38,35.507324,1,0
3,.47921628,.51285148,4.3000002,4,.77675015,6,7,1,36,28.405853,0,0
3,.58616394,.56854945,6.0999999,4,.67278183,6,7,1,41,33.875275,1,0
3,.65536427,.42954785,9.3999996,4,.60431015,5,7,4,41,51.695137,1,0
2,.81669867,.60911685,9.3999996,5,.27168182,4,9,1,34,39.672195,1,0
2,.8352201,.18166432,6.0999999,3,.28569072,4,9,1,33,45.461624,1,0
2,.59422076,-.033133078,.89999998,5,.63380438,3,6,3,36,43.371407,1,1
2,.72440016,.3446874,4.3000002,3,.55952799,4,5,3,44,33.876251,0,0
3,.75607699,.38947159,2.2,2,.67768592,4,7,3,41,47.789658,1,0
3,.78488529,.26272291,4.3000002,3,.30736929,5,7,1,37,35.356674,0,0
3,.64217317,.63677013,4.3000002,2,1.0444723,5,7,4,50,38.838783,1,0
2,.81892198,.4495582,6.0999999,4,.11578374,5,11,2,44,41.985229,1,0
3,.77240026,.19917306,4.3000002,3,.30194926,5,8,1,35,32.464066,0,1
3,.72098249,.47730571,4.3000002,4,.37412497,4,9,1,37,29.379181,1,0
3,.6283558,.29098976,4.3000002,3,.72136962,5,8,1,32,33.207718,0,1
2,.62630868,.53385258,4.3000002,4,.88618255,5,3,1,38,37.082817,0,0
2,.73728663,.21709168,9.3999996,3,.3490617,5,7,1,45,37.489372,0,0
3,.64586586,.4748655,4.3000002,3,.82561553,4,7,4,44,38.537613,0,0
4,.55541414,.13260297,4.3000002,4,.56226867,5,7,1,35,30.168198,0,0
2,.84047526,.41574398,9.3999996,3,.28483889,5,12,3,42,50.653603,1,0
3,.79185963,.58905756,6.0999999,3,.84146351,3,7,4,45,49.320724,1,0
2,.61683369,.5357098,4.3000002,4,.60769463,6,9,2,33,42.682861,1,0
3,.7226122,.3978399,4.3000002,4,.19898638,5,7,1,30,34.959717,1,0
3,.5796867,.52133805,6.0999999,3,.67191601,4,9,2,45,37.213448,1,0
2,.61542839,.59751803,6.0999999,5,.49453896,6,5,2,37,38.092209,0,0
2,.61341399,.31913817,9.3999996,3,.64869076,5,9,1,39,35.255386,0,1
2,.55122185,.39599693,9.3999996,4,.65748256,6,7,3,33,37.780487,1,0
3,.67975503,.60484016,4.3000002,4,.58391142,5,7,1,34,36.06041,1,0
2,.75350392,.62634313,6.0999999,3,.60135859,5,4,2,45,41.11824,1,0
3,.69735354,.57517034,9.3999996,3,.82464015,4,9,3,44,51.248421,1,0
2,.6833145,.5102042,2.2,4,.4747287,4,8,1,34,36.257645,0,0
2,.67435867,.90458322,9.3999996,3,.73939973,5,6,2,37,43.144981,1,0
2,.7286275,.44795626,6.0999999,3,.62689453,4,7,2,38,45.83551,1,0
2,.75369573,.64817673,2.2,4,.98268342,3,4,1,34,36.165771,1,0
2,.49528134,.58015287,.89999998,4,.74862128,6,5,1,42,35.402313,1,0
3,.48249167,.26561287,.89999998,5,.89211291,4,4,2,34,31.851074,0,1
2,.81586826,.48379055,6.0999999,3,.54620725,5,7,1,27,39.284836,1,0
4,.65630829,.34160075,6.0999999,3,.68280065,5,8,1,43,35.008255,1,1
3,.70896286,.40976706,2.2,3,.77117682,3,8,1,30,32.078125,0,0
3,.75521851,.49347785,9.3999996,3,.84075135,5,6,1,35,38.894882,0,0
2,.68515146,.56814182,2.2,4,.5640651,4,6,1,35,30.07724,0,0
3,.69511384,.26467246,6.0999999,5,.24083562,6,7,1,38,38.519516,1,1
3,.80945188,.47547382,6.0999999,3,.62679875,3,7,3,39,38.208145,1,1
3,.78099895,.47499588,9.3999996,4,.39096349,4,7,1,39,32.629379,0,0
3,.73218697,.67809439,4.3000002,4,.76838112,4,8,3,42,36.357849,0,0
3,.94754845,.75000894,4.3000002,3,.84401268,3,6,3,43,50.898521,1,0
3,.90596968,.52057451,9.3999996,3,.31028226,4,9,1,36,45.213638,1,0
3,.70547104,.32505649,9.3999996,3,.70349658,6,7,3,41,43.445641,1,0
3,.7879355,.67172229,6.0999999,4,.61550874,4,4,1,36,39.77182,1,0
3,.67631871,.77801377,2.2,3,.54460084,6,11,1,36,35.487976,0,0
3,.77308387,.67855364,6.0999999,4,.67216927,4,4,1,38,30.9245,1,1
2,.76482016,.5665099,6.0999999,4,.50184488,3,7,1,28,34.36937,0,0
4,.59214056,.50522631,9.3999996,3,.59181035,6,8,3,41,35.78508,0,0
3,.68021107,.50099647,4.3000002,4,.48498935,6,9,3,44,49.128395,1,0
2,.81102407,.89865375,6.0999999,3,.83194005,3,7,2,40,57.054367,1,0
3,.66869283,.48104629,9.3999996,4,.30305785,5,6,1,43,31.196671,0,1
3,.64121747,.5968318,6.0999999,4,.73349571,3,5,1,32,34.743164,0,0
3,.71813923,.42432418,9.3999996,3,.68583584,5,8,1,36,34.946274,0,0
2,.8114146,.8913784,9.3999996,3,.56683546,6,5,1,34,45.034325,1,0
3,.61238563,.49929938,9.3999996,3,.86145806,4,6,1,32,38.238823,0,0
3,.68603885,.27358785,6.0999999,3,.7911917,4,9,2,33,37.286713,0,1
3,.78495824,.24460265,2.2,4,.38288811,6,9,5,40,53.86055,1,0
2,.61012703,.34460229,9.3999996,4,.85509884,5,3,2,40,38.860725,1,1
2,.58491093,.30474648,4.3000002,3,.79175693,3,6,1,35,29.835144,1,1
3,.58401036,.54490167,9.3999996,4,.56822169,6,7,1,28,36.468658,1,0
2,.72715771,.19052668,2.2,5,.37629274,4,9,2,40,33.485504,1,0
3,.62500197,.2023575,6.0999999,3,.62951142,5,7,1,31,27.424881,0,1
3,.64883512,.36333999,9.3999996,4,.56686997,4,5,2,38,33.676132,0,0
2,.66670322,.53719914,4.3000002,5,.55274969,4,5,1,34,31.646713,0,0
3,.83892745,.48083013,2.2,4,.49891859,3,7,2,37,48.358131,1,0
3,.70013237,.21844575,9.3999996,4,.53302544,5,8,2,38,38.334709,1,1
2,.82408726,.65230954,4.3000002,4,.4566074,4,3,1,38,42.263847,1,0
3,.70227164,.29221502,4.3000002,3,.43867767,5,9,1,37,33.516296,1,1
3,.69576341,.6911608,4.3000002,4,.70496565,5,5,2,36,39.912476,1,0
4,.85087335,.44956446,6.0999999,2,.6857453,4,6,4,39,52.579262,1,0
2,.80316693,.72464538,.89999998,5,.65571141,2,4,3,37,39.381195,1,0
2,.57819754,.66332191,6.0999999,5,.62764394,6,6,2,32,42.39402,1,0
3,.76060873,.48667848,9.3999996,3,.91162634,3,3,2,43,38.432884,1,0
2,.8242113,.48932064,6.0999999,3,.37566906,4,11,1,42,33.158051,0,0
1,.75403607,.56391835,2.2,5,.29072097,3,6,1,45,28.36972,1,0
2,.55803132,.34669295,9.3999996,5,.71808296,4,6,1,33,30.378845,0,0
3,.70292181,.58826637,9.3999996,5,.52619445,4,6,2,31,31.713882,0,0
2,.77282876,.69474798,4.3000002,4,.51230085,4,10,3,31,45.894684,1,0
3,.72081727,.45190859,4.3000002,3,.60172957,4,6,1,42,38.06517,1,0
3,.7094503,.29353943,2.2,5,.45545697,4,6,1,35,33.913773,0,0
2,.65013903,.72321361,6.0999999,4,1.091239,4,2,4,42,44.752098,1,0
2,.7773217,.79054499,2.2,4,.75751942,2,5,2,37,45.017532,1,0
3,.77971649,.73996532,6.0999999,4,.6012277,2,8,2,36,37.652031,1,0
2,.60816777,.92585218,4.3000002,4,.75556552,5,7,1,36,46.176414,1,0
3,.73462164,.83874488,6.0999999,4,.63870978,4,6,2,37,41.47551,1,0
3,.66847682,.62707114,6.0999999,4,.76019442,7,5,1,39,34.367966,0,0
3,.57197493,.67547351,2.2,4,.73657668,4,10,1,39,30.398438,0,0
3,.69415408,.33907956,6.0999999,3,.69390053,5,4,2,37,37.913673,1,0
3,.45120716,.55977869,4.3000002,3,.86138958,4,7,1,31,30.248047,0,0
2,.64882606,.55180973,4.3000002,4,.76645541,4,5,1,35,42.944923,1,0
2,.67714041,.46058038,4.3000002,5,.73520237,4,4,1,36,35.395355,0,0
2,.56128436,.043226622,6.0999999,5,.29379487,6,6,1,34,32.07074,0,1
2,.7312032,.48789158,.89999998,3,.36439264,3,11,1,32,32.527435,0,0
2,.62033981,.56290066,6.0999999,4,.44044584,7,9,3,43,52.10817,1,0
3,.69012332,.70190823,9.3999996,3,.66931111,5,6,3,45,41.78598,1,0
2,.64487576,.64436167,9.3999996,5,.59141749,5,6,1,43,30.37384,0,0
3,.72472858,.054676674,9.3999996,4,.1468945,5,10,1,36,27.080978,0,1
3,.54920548,.59994155,4.3000002,4,.70011723,6,10,1,33,29.921951,0,0
3,.73932892,.15901157,6.0999999,3,.56229174,3,8,2,38,36.615829,1,0
3,.6577546,.23715553,9.3999996,4,.46673614,5,7,2,38,40.087166,0,0
2,.65907794,.45226598,9.3999996,3,.64882606,5,8,3,38,36.551132,0,0
2,.84992021,.52425897,9.3999996,3,.82333857,4,4,1,34,37.218552,1,0
3,.87077874,.40553668,9.3999996,3,.41948086,5,10,1,35,37.378204,0,0
3,.60842121,.37091553,4.3000002,4,1.1019949,3,5,4,43,40.691689,1,0
4,.83866572,.50517076,9.3999996,2,.7980448,5,4,3,41,43.306389,1,1
2,.72113919,.59998655,4.3000002,3,.67222542,5,9,4,41,44.965508,1,0
2,.72236007,.50649709,9.3999996,3,.63364148,4,7,3,50,34.660248,0,0
3,.65720618,.78521991,4.3000002,3,.93637371,5,5,1,41,33.692917,0,0
2,.67081058,.48586151,2.2,3,.80989236,4,6,3,39,46.516792,1,0
2,.7065078,.59877431,9.3999996,4,.49288598,5,7,1,38,42.498207,0,0
3,.63342601,.58027357,9.3999996,4,.36416253,7,5,1,34,30.216644,0,0
3,.73620975,.48348123,9.3999996,3,.6026206,7,6,3,50,39.192535,1,0
2,.56900442,.37591833,2.2,5,.38671964,5,10,1,34,32.908722,1,1
4,.72596896,.46488911,4.3000002,3,.66686976,5,8,2,44,42.867599,1,0
3,.67484784,.44909105,2.2,3,.80553943,4,10,1,34,29.678375,0,0
2,.562783,.72388452,9.3999996,5,.85598558,5,6,3,43,42.250099,1,0
3,.63565058,.59993172,6.0999999,4,.67286557,7,8,1,38,43.695724,0,0
3,.63681507,.57629126,2.2,2,.9068197,6,8,4,40,55.385094,1,0
1,.77156061,.72413552,4.3000002,3,.64826167,3,7,1,33,38.697701,0,0
2,.70833772,.8779214,2.2,3,.62612677,6,8,1,33,36.794113,1,0
